k_value,accuracy
1,0.8166666666666667
2,0.8166666666666667
3,0.8166666666666667
4,0.8166666666666667
5,0.8166666666666667
6,0.8166666666666667
7,0.8166666666666667
8,0.8166666666666667
9,0.8166666666666667
10,0.8166666666666667
11,0.8166666666666667
12,0.8166666666666667
13,0.8166666666666667
14,0.8166666666666667
15,0.8166666666666667
16,0.8166666666666667
17,0.8166666666666667
18,0.8166666666666667
19,0.8166666666666667
20,0.8166666666666667
